nodeID,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20,iter_21,iter_22,iter_23,iter_24,iter_25,iter_26,iter_27,iter_28,iter_29,iter_30,iter_31,iter_32,iter_33,iter_34,iter_35,iter_36,iter_37,iter_38,iter_39,iter_40,iter_41,iter_42,iter_43,iter_44,iter_45,iter_46,iter_47,iter_48,iter_49,iter_50,iter_51,iter_52,iter_53,iter_54,iter_55,iter_56,iter_57,iter_58,iter_59,iter_60,iter_61,iter_62,iter_63,iter_64,iter_65,iter_66,iter_67,iter_68,iter_69,iter_70,iter_71,iter_72,iter_73,iter_74,iter_75,iter_76,iter_77,iter_78,iter_79,iter_80,iter_81,iter_82,iter_83,iter_84,iter_85,iter_86,iter_87,iter_88,iter_89,iter_90,iter_91,iter_92,iter_93,iter_94,iter_95,iter_96,iter_97,iter_98,iter_99,iter_100
19,,2,2,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,,6,,,,,,,,7,,,,3,,,,,,,,,4,,,,,2,,,,,,,,,,,5,,2,,1,,,,,,5,,3,3,,,,,2,,,,,,,,1
20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,2,,,,9,,,,,4,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,,3,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,4,,,,,,,,2,,,,,5,,,,,1,,,,,,,,,3,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,2,
23,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,,,,,,,,7,,,,,1,,,,,,,,,5,,,,1,,,,,,,,,,3,,,,2,,,2,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,1,,,,1,5,,,,1,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,3,1,,,,,6,,,,8,,,,,,2,,,,,,1,,,,,,,,,,,,,9,,,,,,,,,,,,,5,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1,,,,,,3
30,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
32,,,,,,,,1,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,12,,,3,1,,,,,,,3,,,,,,,2,1,2,,,,,1,,,,11,,1,,,,,1,,,,,,10,2,,,,,,,,,,,,
33,1,2,,1,2,,2,2,1,1,1,,1,2,,2,2,1,1,1,1,,1,2,2,1,,1,2,,1,2,,1,,2,,1,2,1,2,2,,,,2,,1,,1,1,,,2,1,2,1,1,,,1,1,1,1,2,2,1,1,1,1,1,2,,1,1,,1,1,,2,2,1,,,2,1,,2,1,2,1,,1,,1,2,,2,,1
34,1,,,,3,,,,,,1,,1,,,,,,,,,1,,,1,,,,1,,2,3,,1,1,1,,,,,1,,1,1,,1,1,,,,,,,,,,4,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,1,,,1,1,,1,1,,,1,,,,1,,
35,5,1,3,,,1,,1,,1,1,,,1,1,,1,1,1,,1,,,1,1,,,,3,,,,1,,1,1,,,1,6,1,1,1,,1,1,1,,1,1,,1,1,,1,,1,,,,,1,,1,6,1,2,,,,,,,,1,3,1,,1,,2,1,1,,1,1,1,,,1,1,1,3,,,,,,1,1
36,,,,,,,,,,,,,,,1,,,,,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,1,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,14,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,8,,,,,,,,,,,,,
42,1,1,,2,1,,1,1,2,1,1,,1,1,,1,1,1,1,1,2,,1,1,1,1,,2,1,,2,1,,2,,1,,1,1,1,1,1,,,,1,,1,,1,1,,,1,2,1,2,1,,,2,1,1,1,1,1,1,2,1,1,2,1,,2,2,,2,1,,1,1,2,,,1,1,,1,2,1,1,,1,,2,1,,1,,1
43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,,2,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,8,,,,,,,,3,,1,,8,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,9,,1,2,,,,1,1,,,,,
45,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,2,,,,,,,,,,,,,
46,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,,,,,,,,,1,5,,,,,,,,,,,1,,,,4,,,,,,,,,,,4,2,,,,,,,,1,,,,,,,,4,,,,,,,
47,1,1,1,1,,1,,1,2,,1,2,,,2,1,,,,,,1,,2,,,,,2,,,,1,1,,1,1,1,1,,1,1,2,1,1,,1,2,1,,1,,1,,,1,2,1,1,,1,1,1,1,2,1,1,2,1,,,1,1,2,2,1,1,1,1,1,,,1,,1,1,1,,,,,1,1,2,1,1,1,,1,2
48,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2,2,2,,1,3,2,2,,,2,,1,,1,,,3,2,3,,2,2,,,2,2,2,3,,,1,3,2,3,,2,2,2,2,3,2,,3,1,1,1,1,1,2,3,2,,1,,,2,3,,,,1,3,,3,1,1,,2,2,,2,,3,3,,,,2,,2,2,3,,,,2,,3,1,2,2,,2,2,,2,3,2,1
50,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,
51,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,
52,1,1,3,1,3,3,4,,,1,2,1,1,1,,1,,1,1,3,,2,1,1,,1,2,1,1,,,1,1,1,1,,4,1,1,,1,4,3,1,1,1,3,3,3,,3,,,1,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,2,1,1,,,1,,,,,3,1,,2,1,1,3,1,1,1,1,4,1,,2,1,3,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,7,,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3
56,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3,,,,2,,1,2,29,2,,14,2,1,2,2,,2,,,,1,,3,,,2,1,,,1,,,,,2,5,,2,1,,4,,1,,4,2,2,1,1,1,2,22,1,1,,,2,1,,1,1,,1,,,3,6,,1,,,2,,,,,1,1,,1,,,1,2,1,,,,2,2,4,,3,3,,,1,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,,1,,,,,,,3,1,,,,1,,,1,1,,1,,,1,2,,,,,1,5,2,1,,,1,4,2,,,,,1,5,8,1,6,,,,,,1,1,,,1,,1,,5,,4,1,1,,,1,,,,,4,,3,2,3,,,1,1,,,1,1,,,,,,1,1,,1,,,,,,1
62,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4
64,6,2,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,18,,,,3,3,1,,,,,,,,,6,3,2,,,,,,4,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,
66,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,7,,,,,,,5,,,,,,,,,,4,,,,,,,,,,,,,1,,7,,,,,1,,,,,3,1,4,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,
70,1,5,1,,1,1,1,1,,,1,,1,1,,,1,1,1,,,,1,,,1,1,1,1,,,1,1,1,1,,1,,,1,1,,,,1,,1,1,1,4,3,1,,,1,1,,1,7,1,,,1,,1,1,1,1,,1,,,3,,,1,,1,1,1,2,1,,1,1,3,12,,1,1,,1,,,,1,,1,3,
71,,5,,,,,,4,,,,,,1,,,,,,1,1,,,,,1,,2,1,,1,5,1,,4,,1,,,,,2,,,1,,,1,,4,1,,,1,,,,,4,4,1,1,,2,,3,,1,,1,1,,1,,1,3,1,1,,,1,,,,,3,13,2,,,,,,1,1,2,,,1,
72,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,
73,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2,1,,,,1,,,,2,,2,2,,,2,,,1,1,2,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,1,2,1,,1,,,1,,1,,1,2,1,,,,,,,2,,,1,1,,,2,1,2,1,,1,,2,,,,,,,1,,,2,1,2,1,,1,,,1
77,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,2,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,2,,,,,,,,1,,
78,,,,,,,3,,4,,,,,,,,5,,,,,,,1,,,,,3,,,,,,,,,,,,,,,3,,1,2,,1,,6,,,,,,5,,,,,,,,1,,,,,4,,,4,,,,,,2,,,,,,,5,2,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,1,2,,1,2,1,,2,2,,,2,,,1,2,1,,2,,1,1,,,2,1,,2,,3,,1,,2,,1,1,2,1,2,3,1,3,2,1,,4,,1,,,2,,1,,1,,1,,,1,,,,,,,2,1,,2,,,2,1,2,2,2,,,2,,,1,1,1,1,,,1,6,2,,1,2,,,1,2
82,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,2,,,,,,,,,,2,,,,,,,,,,,1,,,1,,,,,1,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,
84,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
86,3,,4,,,,,,,,,1,2,,,,1,,,,,,,,6,,,,,1,5,,6,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,,1,4,7,,,,,,,4,,,,,,2,,,,,,,1,,,
87,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
89,,,,4,,,2,,,,,,,,3,,,,,,,,,,,2,,,,1,4,,1,,,,3,,,1,,,3,,,,,,2,,,,,1,,,,3,,,,,4,,,,,,,,,1,,3,,,,2,,2,4,,,4,,,4,,,,,,2,,,,,,2,
90,1,1,1,1,,1,1,1,3,2,,1,,1,2,1,,1,1,1,,,,,,,1,,,,,,3,,1,1,1,,1,,1,1,1,1,2,1,,,,1,,2,1,3,1,2,1,1,1,1,1,1,1,,3,1,1,1,1,1,1,1,1,2,,1,1,1,1,,1,3,1,,,1,2,,1,1,1,,3,,2,1,3,3,,1
91,3,,,,,,3,,,1,3,,,3,,,,,,,,3,,,,,,,3,,3,2,,2,,,2,,,,,,,2,,,2,,,,2,,,,,,,,2,,1,,2,,,,,,,,,,,4,1,2,,,,4,,,,,,,,,,,,,1,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,4,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,13,,,1,7,,,,,,,1,,,,,,,1,1,2,,,,,1,,,,10,,2,,,1,,2,,,,,,9,,,,,,,,1,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,2,,2,3,,,,,,,,4,,,,,,,,,,,1,,,,4,3,,7,,,,4,,,,,,2,2,,,1,,1,,,,,5,,,,2,,,,,1,,,,,,,,4,,,1,,,,2,,3,2,,,2,,,6,,,,,,3,,,2,,,2,
96,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,1,2,,,,,,1,,1,2,,2,,1,,,,,,2,2,2,,1,2,3,,,3,3,4,3,2,,,3,2,,,2,,1,16,,,,1,2,1,,2,,3,,,,7,2,2,,,,1,1,,,,,,1,3,1,,3,,2,,,1,1,,1,,3,1,1,,,2,,1,,,1,,,3,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,4,,,,,,1,,,,3,,,,,,,,,6,,,,,,6,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,
100,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,1,2,2,,,,,,,,,,5,4,1,,,,,,3,,,,,,,,5,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,
102,7,,4,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,2,,1,1,,,,,3,1,,,,,,,,,,4,,,,,,,,,,,,,,,7,,,,,4,,,,,,1,6,,,,,,,1,,,,,,,,,,,,,,,,
103,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
